Query File,Target File
Brooks Garth__The River.1,a__a773e0027d0efe7b5b478b5953f613c6
Brooks Garth__The Beaches of Cheyenne,b__be3c9b4780fc32443d2f65041831a75d
Brooks Garth__Standing Outside the Fire,c__c6c8da88a9d45ff84272477fa0e04283
Brooks Garth__American Honky-Tonk Bar Association,e__ed91bec2e9bfaf5091162eeb8f2ef563
Doe Maar__Smoorverliefd,f__fae29cc106f3eb8cdb8489613e9e5f95
White Zombie__Black Sunshine,8__85ef387e9f7438e7c7803610d3d7021d
White Zombie__I Am Hell,f__f81b46381033bc617149d1f7a9521a2f
White Zombie__More Human Than Human,9__97a1b61665bd54325301f778bb165142
White Zombie__Thunder Kiss '65,0__0a85dd8b5376eb34df0c0d50a6cde252
Sandie Shaw__Those Were the Days,0__0c13808dbba31258edc4da1a536db1cc
Ringo Starr__Only You (And You Alone),5__5228d8bbce419b88029d9fb2703a98e3
Ringo Starr__It Don't Come Easy,f__ff16094c1c0903e7b0ac98e9dba63080
Ringo Starr__Back Off Boogaloo,e__e99d7b022ede0e0de2d12b5c74d3b5d5
Ringo Starr__Photograph,b__bedff273a3d4a9df6cdf79bfeb4ea215
Ringo Starr__You're Sixteen.1,9__9f87ced4792d3d00c48c3e0f5e374cce
Ringo Starr__You're Sixteen,4__44a6c31c1140e141c165def0eb3b444c
Klein Orkest__Over de muur,2__2bde885c14277e4d56ab84d20f857310
Third Eye Blind__Semi-Charmed Life.1,6__661bc1ac0b9c5ea4bb12cde1a1600732
Third Eye Blind__Jumper.1,1__1fecc6b468f6c8986bc71265b7984df0
Third Eye Blind__Jumper,9__939674f1ce3090a6f2e044fc9565114d
Third Eye Blind__Never Let You Go,1__12ddc6c2987eab883e6572f9723a2d29
Third Eye Blind__Semi-Charmed Life,9__9cabc39af84b3039362927c33e42637c
Suzanne Vega__Tom's Diner (reprise).1,3__35383528aff75de540e5c13c9f3cd0ca
Suzanne Vega__Tom's Diner (reprise),4__4e0c205f0d880106e1874c381645e87d
T'Pau__China In Your Hand.1,4__48f9d4005d4ec22c11ed6190d8e62f39
T'Pau__China In Your Hand.2,b__b1b45d3573dcdbe8f3b0c13b19133acd
T'Pau__China In Your Hand,7__7aff0e2f7c897ac44923720b86559847
"Oldfield, Mike__Moonlight Shadow.2",b__b80430b925b33ec6338e7d1132f29d77
"Oldfield, Mike__Innocent.1",d__d8f327f5202ec204fbe6e01067c3ceeb
"Oldfield, Mike__Etude (From 'Killing Fields')",7__70633fa3c6b69c93fbb2de37a2e48790
"Oldfield, Mike__Tubular Bells, Part 1 (live)",d__ddef9b52a0e6fa9d0ea3ef7858dc6a3e
"Oldfield, Mike__Tubular Bells (Part 1)",1__1078f82bd72263abe1e21a723d8efcf4
"Oldfield, Mike__Moonlight Shadow",a__a50555092fea80c80c4573890531d197
"Oldfield, Mike__Moonlight Shadow.1",2__20b4b18be7494f306c4076b139d8aa3f
"Oldfield, Mike__I Got Rhythm",c__cd55126543936111ea9745243fc033f5
"Oldfield, Mike__The Lake (Two Sides Excerpt)",0__0a1177bb2a63161ad15554d2c5b732be
"Oldfield, Mike__QE2",5__536abd716ef3d71adf56c8371cc09dc8
"Oldfield, Mike__Incantations, Part 4",2__22f292c7489df46808e73154f7164601
"Oldfield, Mike__The Wind Chimes (Final Extract From Part Two)",8__8c01053b05d48c3cc722f36cbb01b2bb
"Oldfield, Mike__Innocent",c__c115b527edd6874bc97cef083573b1ab
Eagle-Eye Cherry__Save Tonight.1,a__a50a1090806c4f42ccb8ecaf991bcb7c
Eagle-Eye Cherry__Save Tonight,8__8cfdb6b55b5f563792cea982b01fe7f1
Wagner__Unter dem Doppeladler,9__9556cff7c16f0d24ed34e3313f2fa9c4
Europe__The Final Countdown.2,d__d8ef0032fad84fa379a24a2202f8a1dd
Europe__The Final Countdown.3,6__67b771e86fa3807ebfc5539cfc685309
Europe__Trance Europe Express (Thomas Heckmann's Exit 100 remix),a__a41f99f9aef80e253354a3e9508eeedf
Europe__Carrie,2__25363a9cad7280599132373509386273
Europe__Open Your Heart,5__537e8d7eb1d56fd6d7decc71c50ac683
Europe__The Final Countdown,5__5b30c0b1a016f426828ebb7e2492d1ce
Europe__The Final Countdown.1,6__6409dfa24396270ec2f2a753388fdc15
The Verve Pipe__The Freshman.1,b__b89ce52045f43e63b182e2f35d258811
The Verve Pipe__The Freshman.2,2__26c9f45d1f6d003b2a71c9cd44fd9ed3
The Verve Pipe__The Freshman,3__30a137a59f61b06742900edb62662533
Toni Basil__Mickey,d__dcdd07645b0d8040453bd94557d57631
B.G. The Prince of Rap__The Colour of My Dreams (Dream-In'-House-mix),b__b38315435f062084ce89dc4dccefc983
Pseudo Echo__Funky Town,1__1f293c91017913d24ede04dafa01f5fb
Pseudo Echo__Funky Town.1,d__dccec08c4e696a44c87efe44801933d4
Sailor Moon__Look at the Stars,6__6d67694ae009fb01c7b950692fc4eadb
Ross__Chain Reaction,3__330c5e0d1c8b979b20629a523e55d38c
Ross__It's My Turn,3__3b6c8e5ed9da562c756665f1ad873847
Ross__Baby Love,2__2ef68259fb09842ab60c9dbda35999d0
Ross__Touch Me in the Morning,7__7d863239ac10025cb6a95549bdb80d5d
Ross__You Can't Hurry Love,b__bdfd74fbb8cb13fef5eea3ce61c9e948
Ross__When You Tell Me That You Love Me,d__d56312258d122bfab8cff7af17694e17
Ross__Touch by Touch,a__ab93de59df743d21aa99493858aab742
Ross__Stop! In the Name of Love,b__b919e4c2af14e8bc3f9e630408f7092a
Ross__Upside Down,6__6bcc96310f702ed027f9f7f825c9010f
Strawberry Alarm Clock__Incense & Peppermints,0__09c286990f7146f3bee597f02838b24d
The Pointer Sisters__Slow Hand,e__e68e9662891136de5a978b0db9a7febf
The Pointer Sisters__I'm So Excited.2,0__0654748aa9a89aa3008e9c19948fe085
The Pointer Sisters__Don't Walk Away,7__7fad5ca975920d8986c7778e092947e1
The Pointer Sisters__Jump (For My Love).1,e__e672ecef2f6ece8fdc0147fd4f2b998d
The Pointer Sisters__I'm So Excited,8__8a7a49c2705d2ba48ca6d69a7a6754db
The Pointer Sisters__Slow Hand.2,1__1588806a542e24d20c02e8a407e209e2
The Pointer Sisters__Slow Hand.3,d__dfbbc732f2b498b9343d80cbd9927235
The Pointer Sisters__Neutron Dance,5__5c8a39ca7a4a6f677f79c9840cdbaae0
The Pointer Sisters__Yes We Can Can,b__b177e7a14f11d2526283b4243b9d7194
The Pointer Sisters__Jump (For My Love),8__83dff3c1b567d2ee1b8d8cca3b6f07e4
The Pointer Sisters__I'm So Excited.1,8__8bee5b208e77402f0ed912637def026c
The Pointer Sisters__Fire,7__7b2d3de825c9efa7f553e1ee726ad5ac
The Pointer Sisters__Slow Hand.1,d__dc4d7c2748ea1db4ae5cfbe08dd28992
Jimi Hendrix__Purple Haze.1,b__b1628b766654f635204c82c8dc4f4b32
Jimi Hendrix__Hey Joe.1,9__9fe161d1e3f4cdbd3fa3ded4b21117e4
Jimi Hendrix__Foxy Lady.1,8__85f24998c33884506b71164192d97a30
Jimi Hendrix__Third Stone From the Sun,e__e177cf6810edefc4cd9cd6cbe774c601
Jimi Hendrix__1983... (A Merman I Should Turn to Be),b__ba87b1e6a2b885a0a40c8ed25284454a
Jimi Hendrix__Fire.1,b__b879aca1e81aa50c9c1ce507b86855c2
Jimi Hendrix__Purple Haze.2,f__fb4a6c54858ac2408aee8ade3bfc61e9
Jimi Hendrix__Wild Thing,7__7caad55d34d1f192d96699fd46255bed
Jimi Hendrix__All Along The Watchtower.1,1__1ea297231e76fddde96439ba133b3c19
Jimi Hendrix__Purple Haze.3,3__37e67f0ecca0200aa7806d28d3c70a32
Jimi Hendrix__Voodoo Chile.1,0__0b841a92e90cdf51be41c4c91b3e4514
Jimi Hendrix__Manic Depression.1,a__ad270a149bd3d4e438b1e0b065e44f41
Jimi Hendrix__Fire.2,0__03379a496e2535aae21ba8efa5aeaaf2
Jimi Hendrix__Foxy Lady,e__e340db789bddd5b5881d4362de3071cc
Jimi Hendrix__Foxy Lady.3,4__4928473d661c28655cd561313f2ca2c1
Jimi Hendrix__The Wind Cries Mary.1,8__8c55d79bf8bc25e16ec6a3721bcbca57
Jimi Hendrix__Purple Haze.4,a__a7437eb7226affd07f0f394f96592d18
Jimi Hendrix__Foxy Lady.2,d__d608db024f133503a8b60d384e654e8b
Jimi Hendrix__Purple Haze.5,9__95d0ad4233099b4d6ba4cbd60669fbcc
Jimi Hendrix__Hey Joe,2__26af9897c79e96a1800bfcb0cdb6c34c
Jimi Hendrix__Manic Depression,a__ab972d4ee8a650b287c35fa3ae2a1827
Jimi Hendrix__All Along The Watchtower,d__d13725e0f367a6150a4b2d46c2cb2627
Jimi Hendrix__Voodoo Chile,2__23d91140624d848a95f4bdefa6abc552
Jimi Hendrix__Little Wing,0__035d29239b3e857640bd345a55fb410b
Jimi Hendrix__Fire,3__302190940e064ba8b39420a803554374
Jimi Hendrix__The Wind Cries Mary,d__daf302d90e784f6511797c1b35dff3fa
Black Rose__Honestly Love You,2__254e6632a99f6a9ee8ebf4863699aa4c
Linda Ronstadt__Blue Bayou,c__c3f6f904f74e11dbf649858357f74ebe
Linda Ronstadt__Different Drum,2__23ba476dfde9d059bb6ea1d5f8bbac35
Linda Ronstadt__You're No Good,0__067cb4037c8ff04ec036b6398986c873
Linda Ronstadt__Just One Look,c__ca9c868ae40e2451b163a0a9ad81c449
Linda Ronstadt__When Will I Be Loved,c__c7b004d0cd0b7dc29ad26bb33103260d
Alma Cogan__Tennessee Waltz,4__413f4b60dcb4f6799f5f8d92258af5cf
Alma Cogan__Tennessee Waltz.1,6__6d1973bcf0c528980ce837a200aed2f6
Double Vision__Knockin'.1,3__3a8135dcf97dd36795a995c1d27c2188
Double Vision__Knockin',f__fad3fef98de4f7c8add4657a14158324
Nakatomi__Children of the Night.1,d__d3a11a6e0d4721102c0225c63bfbe784
Nakatomi__Children of the Night,e__ede1a9a6f775f48f1c05bcae71e98c1c
Aswad__Shine,7__728aec235fe3b4be1742e176a012bf07
Aswad__Don't Turn Around,8__814a7340c222f8a0d71f61b37e558230
The Marshall Tucker Band__Heard It in a Love Song,2__28cb711e208830b011903931c759e082
Rick James__Super Freak,9__99ea4161ba29c277762236816c692020
Rick James__Give It To Me Baby,e__e7eead0ba2653aa08f0f08d19a6fee81
Toussaint__Besame mucho,a__a5ecc4eb60214b082e9045af61a0d3ae
Firehouse__Love of a Lifetime,2__2c158185986fe7482ab094b0d2f08e77
Mezzoforte__Garden Party,6__67d526d59c6540c315066d2f653767fb
Christie__Yellow River,a__af6b4c2bffddcc676495fec14489d740
Atlanta Rhythm Section__Imaginary Lover,b__b338e4783644659f4f78ac2ee6fc67c8
Atlanta Rhythm Section__So in to You,d__d6557e8652e644aa66b39c420820a4ca
Sarah McLachlan__Sweet Surrender,4__4ae7bbd6f1b4720b93e72d3350860f61
Sarah McLachlan__Building A Mystery,9__9fecf8b208f0630385dafe0e14ab824d
Sarah McLachlan__Adia.1,c__cae33381b80ceae2034d9e4d9619f017
Sarah McLachlan__Adia,3__33e22470ea82991411457e237ac03628
Marky Mark__Good Vibrations,a__a0867007e0a64cdaa54f1243ed52636b
Genesis__Tell Me Why,a__a259714447970a62fa02e214b6730fc9
Genesis__I Can't Dance.1,2__213ab5446fee91f0e19c34612d9337cc
Genesis__Mama.1,1__10b61da8fad88b5d88615da535c20bfa
Genesis__Hold On My Heart,1__1b8338647dea78a1bc93442cea162dd2
Genesis__That's All.2,3__3d755b21237b32a6f7f2cd39a411dc66
Genesis__The Lamb Lies Down on Broadway,8__8fadb4f656aba5c73f592b64ce655790
Genesis__Mama,e__ea7dcd6ea21570da338e846a933818eb
Genesis__Invisible Touch.7,1__1e0805d92522ae399d329ae50b41b928
Genesis__Shipwrecked.1,1__109284df2a28d07aafb78dee36a78ac9
Genesis__No Son of Mine.4,1__19d6f200d3792fc491558afcf566f096
Genesis__Entangled,7__71b6da7385f5962381b054135098a973
Genesis__In the Cage (medley): The Cinema Show   Slipperman,6__6a9321099079cfc706748a02d96e4252
Genesis__Invisible Touch.1,a__aeacde3504cfa4e1a8ca15349a07305c
Genesis__Afterglow.3,c__c2e91ca6c73d4d366456ce17f3c4b962
Genesis__Paperlate.1,0__0390ebd5af3d24b77427c94c11bbabbf
Genesis__Horizon's.1,6__681468ee7794225685126c676957e289
Genesis__Mad Man Moon.2,2__2cf13fc03390a428825c552ed7317afe
Genesis__Mad Man Moon.1,a__aa0de9bf07d3bd0564382bc07f72334c
Genesis__Tell Me Why.2,9__96f62ee5f70ea093a122411e59f7aba4
Genesis__Abacab.1,c__c5f1c4c889dee5923113196992124cfc
Genesis__The Brazilian.1,f__f5c7154b7606bce71169f8aa18aa2e12
Genesis__The Grand Parade of Lifeless Packaging,2__21220e2e37916ff5faaed93d189f453f
Genesis__All in a Mouse's Night,a__a1ee0907306866e3f6f9edb8d76a880a
Genesis__Many Too Many.1,e__eafe3de0afa945b1f1f121bdff25590f
Genesis__Domino.1,0__0133378155497a10c459b63eec31bf62
Genesis__One for the Vine,0__08f72bf995c9a7f9d79b71715fca0e51
Genesis__Ripples.1,0__0fcdb3af987ee06fb7c4fc31a5b08dd2
Genesis__Watcher of the Skies,c__c2eb684497bbd10e32936d72ce6a6567
Genesis__Ripples,d__d5f37d64f319276fd842e8e86e2e584a
Genesis__Tell Me Why.1,6__6d9ab69783a9176eb7d89bd0782aacb6
Genesis__Invisible Touch.5,0__0771569bbafd45b095e314192e21625b
Genesis__Time Table,c__cf0892685f068c88133ecffb2f2ef0c6
Genesis__Jesus He Knows Me.6,f__fcc3d9fc0e52adce1dbb6447566afffc
Genesis__Misunderstanding.1,5__51547f36325e382842a029822dca18a6
Genesis__Tonight Tonight Tonight.1,2__2fbf3a15428e99c23e85afbe4cdcba98
Genesis__Mad Man Moon.3,7__7434210d0362e0db407214a073bd32f9
Genesis__A Trick of the Tail,2__2bf54257fdf3634ddb2a2105778933b8
Genesis__The Brazilian,3__3704f718a7fa590a323710776113176a
Genesis__Taking It All Too Hard,5__5068dcf4ab914bb6cc92ef0f2fb3db0a
Genesis__Follow You Follow Me,5__5bd6cc6a6e1bf732328a492cc76f41ec
Genesis__Land of Confusion.3,f__f0613a8776db4a6193be9fb71e7214c5
Genesis__Heathaze,3__337caf10460fa1613a22eba49df545b1
Genesis__No Son of Mine.1,f__fe90a04426361c8adfa0adeaed48c3aa
Genesis__Firth of Fifth.2,2__2dbcfeb31a70a43c63dbbbc291a9e7ef
Genesis__Man on the Corner.1,9__9db175f752033fd5e1c243b1ab4809e5
Genesis__Carpet Crawl,8__8359912d8dd2c3e8552ead923b0c5b78
Genesis__The Lamia,9__99e4005c7cea62bfeb3ad3dc8d737090
Genesis__That's All.1,f__f9ba96111899ab53c670c9f925a72f1d
Genesis__Misunderstanding.2,9__9182bad63a5a9f057babe39048bc0ff0
Genesis__Invisible Touch.8,c__cc3505f9bfa54cd8983c12df73fc2c9b
Genesis__Land of Confusion.5,3__3ff0e6b80aa0eb612fee4b13b33fba4e
Genesis__Broadway Melody of 1974,9__94a17bc5a68785cc54f9760ced3ec890
Genesis__Turn It On Again.1,e__ef65499233dc9522f51577c0a387fc55
Genesis__Shipwrecked,0__07d09385e5d941c8fa2e1ff50bbf60bc
Genesis__Abacab.2,4__4c05cb4b53af86b4b5b8e59e075ed9a9
Genesis__Firth of Fifth.5,a__a4ebd691de2136953e98e1932e41ce11
Genesis__No Son of Mine.2,c__c3f234fc0db4f8ce0fdcf6699bf6b423
Genesis__Fading Lights,4__42ed72cdddd756b9381121a9eba20bd4
Genesis__Firth of Fifth.3,9__9e90d865a9cc7bd7f561dd5c9cb768e0
Genesis__A Trick of the Tail.1,7__795dddb45eefb1ed32e080f512b6345f
Genesis__Supper's Ready,7__7eee5cf4299e63298908381a07cb2138
Genesis__The Musical Box.2,4__498016b2ee94de506e82141ac1b52a23
Genesis__Man on the Corner,2__22d97ffde20bf40310f277136cf719e9
Genesis__Paperlate.2,9__9b44b045c7a4f8634c65d7b9a94a616f
Genesis__I Can't Dance.5,8__8dc4f5584d3d41e433b24e8d95c55f58
Genesis__The Musical Box.1,3__35dad81df2b20599a0a5bc099d64c56a
Genesis__The Lamb Lies Down on Broadway.2,e__ea9278e067423ab0831f766e78c1ae45
Genesis__Invisible Touch.4,3__3f5baa7a94bf3038150dbd36fa3ced4d
Genesis__Firth of Fifth.4,3__329becc681460444f8810730a2606e30
Genesis__Land of Confusion.1,1__13f808ca336782328bd16c4a6f2e3054
Genesis__Lilywhite Lilith,9__96d39103625809d32da8cfd189f60eb1
Genesis__Domino,4__4b039c7cf4f38f131a10d6f8f7b12d80
Genesis__Land of Confusion,e__e0fcabaa5d9aef650a84301821936a3f
Genesis__Mad Man Moon,6__69f5042d18a7af9155cae7e156468a53
Genesis__Shipwrecked.2,8__843e7576200b9a0823c99a6a4e77431f
Genesis__Tonight Tonight Tonight.2,e__e543b314cb13a8c27246dcf8835a8724
Genesis__Invisible Touch,3__325720715e0147a4d0bb8153225f46c9
Genesis__Misunderstanding,5__5a24be07da6dc17bb92fc75cebe804af
Genesis__Turn It On Again.4,5__508e69f1f5a0acc0b8d9378759d63048
Genesis__Jesus He Knows Me.1,7__7b1729fce7f3fd7de4838b1cafe8b094
Genesis__Driving the Last Spike,7__701bd53044d6010784f4fa74044fe61d
Genesis__Blood on the Rooftops,6__60e410aff582129319991b238274635c
Genesis__Second Home by the Sea,7__775d6b746680473ef1175d1ccf58979b
Genesis__Tonight Tonight Tonight,1__12a52d9d3e402b6646bc9abe393bd49d
Genesis__Land of Confusion.2,d__d50ab30bf6db1eed2c7a79aa099c6a23
Genesis__Abacab.3,0__0341157271d59028b36b440bc83a5816
Genesis__In Too Deep.2,4__4fc52ae15e1891546dedb473aa49d51b
Genesis__Invisible Touch.3,c__cebe56a2895966ab02b1474e523b7f74
Genesis__Illegal Alien,3__38cf5ce9fe3863c64b9c9cd011978421
Genesis__Invisible Touch.2,9__9f5ff24c7b9016a3d32bfcee694e1650
Genesis__Jesus He Knows Me.3,5__5b7d64f3a3fd7be4d615b658bcab8697
Genesis__Follow You Follow Me.2,b__bcf5eb9c2e3b5f5dd2b9ff9f8901f666
Genesis__Duke's End,3__3ff8c14845282ac6ce6a38198255dec5
Genesis__Horizon's,d__d5da4b1fb8c388d58c5eeab5bd618e3a
Genesis__Get 'Em Out by Friday,9__970d1e06681e5fbb4acd13906d2f4047
Genesis__The Musical Box,6__680c7b7a8a8320aba2dce3c43c53706a
Genesis__One for the Vine.1,f__f4209e0cb6ff0cec4da3cf619525ed0c
Genesis__I Can't Dance.3,4__49a00464c6bc246dd959c27e93713320
Genesis__Anyway,9__932f55a0d71e15e9f668726a1428c635
Genesis__Misunderstanding.3,a__a13a1ebe9d9e84a78a8ff9393aab2cff
Genesis__Dodo   Lurker,e__eb473ae97305f7ecedb43c05f8bbe575
Genesis__Afterglow,8__810b1351430eb447a9a6e13cab25e1ec
Genesis__Land of Confusion.4,e__e93c1f38b4eab15d28e6342580400017
Genesis__Taking It All Too Hard.1,3__3a97e608698bb2add00a4c49c99f31c9
Genesis__Dance on a Volcano,8__8d82153e71516e73b9fd4250b2bd50a2
Genesis__I Can't Dance,f__f3feea16d766c6150ce0e427de63e376
Genesis__Calling All Stations,8__86811ab2e8706e5f7c44707a6d4c08b1
Genesis__Seven Stones,c__cd82013c14805f2b376fdbbaf6c0fd61
Genesis__I Know What I Like (In Your Wardrobe),6__65290a2a8b78a673b5da8eed450c538c
Genesis__Paperlate,6__67b4b0cefaa26c04a43642e559f35115
Genesis__Keep It Dark,7__703b94f3781ed9c5336ef7597c5fa23f
Genesis__Invisible Touch.6,c__cda46412d05a65ddd63448a47646dd6d
Genesis__I Can't Dance.2,f__fbc96eec73c8290c20c72059f135a1f2
Genesis__The Cinema Show,9__9af6180b58a74e3fad0d0f7db1c48107
Genesis__Firth of Fifth,6__65a5c077185bc074c34cd14c00397e90
Genesis__Blood on the Rooftops.1,0__09250dda297821919f6c2923105c6089
Genesis__Throwing It All Away,4__40e6ac5a286871a81c8fe23a2becfe69
Genesis__Behind the Lines,1__1cc35073d84b0cc2e9538a2af14db6a4
Genesis__Carpet Crawlers,8__8e74ff7d2203ee8bad114767a09f8948
Genesis__Squonk,f__fa1501d46304ec3a690d0a7eca404ee7
Genesis__Abacab,c__c713e800a4e21483df5aea6d42adb672
Genesis__The Lamb Lies Down on Broadway.1,0__0c4fa5c1a6cfc67d394a3ef8da46ad6d
Genesis__Jesus He Knows Me,e__ef500338a0869d39c8bf85288ae0078f
Genesis__Mama.2,8__8c93787e243dcc3e98a5cbf0b12d9afa
Genesis__Hairless Heart,d__d417ffaa436b16ea4a6f3cb7abba3434
Genesis__Turn It On Again,4__4c41bf743fbb98fd05d9f32b3f286ff9
Genesis__I Can't Dance.4,b__ba29cc295ff7f76b00fcd3cbc82a32e2
Genesis__Tonight Tonight Tonight.3,a__a6410142db6ca725a1d46be36db7e145
Genesis__Jesus He Knows Me.5,9__93a478a7dda462a318257a9833da9487
Genesis__No Son of Mine.3,5__53dd23e0aead34f89137a5ff6c9c7df0
Genesis__Never a Time,e__ed5f4aa19c464cea027495298a0b40e9
Genesis__Many Too Many,5__57db0c856be810fb0fefbf1eab653187
Genesis__Turn It On Again.3,f__f61bf8d64b933cd752f16b1abfa4dcd1
Genesis__Can-Utility and the Coastliners,f__fb2d88c384aac890ac1b5b7a3d819b25
Genesis__Firth of Fifth.1,1__10aa4a42001f75a2d1c1b3ffa538a71b
Genesis__Jesus He Knows Me.4,6__660c9901c731f6b25c47e43ad7569c58
Genesis__Follow You Follow Me.1,5__596159f4885b08870fcbcbf39a4e818f
Genesis__Hold On My Heart.1,2__28ab127480f0f49726c6121bde7b614c
Genesis__Turn It On Again.2,4__4cdf7976d8231be2198b463eb8c98c72
Genesis__In Too Deep,c__c5195dad9fe6d835c00149eb3eb073b5
Genesis__Afterglow.2,d__df9eab4e77162cc13f432dfa03ed436f
Genesis__In the Cage,3__39ae522f22dbbc60ad7e6ac42687baba
Genesis__Entangled.1,2__2edf5066ccc718f6d4fd35c866be7b31
Genesis__The Fountain of Salmacis,8__812f89507545e0480c068ddfcd49717f
Genesis__That's All,8__81ce1426ab17ecd19c720510a5fc7a04
Genesis__Snowbound,1__1572036a4d3853d71eebca7f4bcba76e
Genesis__Many Too Many.2,f__fd355abfe1ed86af25c5f5454d4ca1bc
Genesis__The Battle of Epping Forest,3__36349f8c443ff733d4ff88f5ec4bd38d
Genesis__In Too Deep.1,0__0cc94f41b7703278f828ac3156f6b292
Genesis__In Too Deep.4,1__1a430dc20783e65eb2febc0afffd9ba9
Genesis__Afterglow.1,c__c860dad3be5e362cd933b8f9cead59e7
Genesis__The Knife,b__b4d055eb7ae8f167b7d7e336f0311341
Genesis__No Son of Mine,2__204576cbcfcf6a50949189625014ecfc
Genesis__Uncertain Weather,6__6060bb55a2d8eb1a2cfdd1f747707ba9
Genesis__The Return of the Giant Hogweed,f__fe505283df47f1b84c9dc11ecfb07cf9
Gilbert O'Sullivan__Get Down,5__50209491595b92abf715e21396cb38af
Gilbert O'Sullivan__Alone Again.1,7__7fe6da5ec1bd89ecece68cdb9bd85f79
Gilbert O'Sullivan__Clair,5__5826ac8634af72057059f1fbeb2f2ea6
Gilbert O'Sullivan__Clair.3,c__ce6635c58e1256fa37517115d84cc464
Gilbert O'Sullivan__Clair.4,7__7f826b37408e0ec3e6b2988e6b8f9264
Gilbert O'Sullivan__Get Down.1,3__305a2d8ffa9c0078cd008c9b4b726a2a
Gilbert O'Sullivan__Nothing Rhymed,e__ec98e176d55f306d13504fe1abd56add
Gilbert O'Sullivan__Clair.2,c__cdacad41eb6dfcd96fb94de17f8c22cc
Gilbert O'Sullivan__Get Down.2,7__7fb37ee28a4eaaf15531d0b6803c89c6
Gilbert O'Sullivan__Clair.1,0__0f8d93c98246d4c4e6f03491c9b763a7
Gilbert O'Sullivan__Alone Again,5__5238c658afe9ba8599d317b0c3976bbd
Gilbert O'Sullivan__Alone Again.2,f__fae58bfd59a5f16798b83a1c2e03f6a2
Cheer__Time for More Walking,0__0a8e2dbd206b14c252e5bbe92a74a029
Sailor__A Glass of Champagne,2__2049195f8569a0fe4c9332adab2564ce
Sailor__Girls Girls Girls,6__62c7b55bed1dd102ae8cf21c16916541
Sailor__Girls Girls Girls.1,c__cad170e114d85170336d6f1e56fb2671
Duval__Angel of Mine,a__a7d8bf17b1c0bfa753a23e8ed0684470
Wolter Kroes__Laat me los,c__c2a5d24b1d8ecfd44d508cea371d83c9
U96__Love Religion.1,b__b1bfa94711f6a00f96030c0fe1021918
U96__Club Bizarre,d__dbd3b273ab47a98908327a8901e5e048
U96__Inside Your Dreams,a__aed954c2ce8ad0616e727bfaf45d622a
U96__Inside Your Dreams.1,f__f8edce80a59a8ef9bae3906c1a9ebd0c
U96__Das Boot.1,6__646091bdbd4f3f44c8f30d3f68f4fb4b
U96__Das Boot,5__593ab7439efa04431dae6e2c14cdc39c
U96__Night in Motion,e__e967767ec4d90793ff9aaaacb280f3e0
U96__Love Religion,3__32beff527892b08ff1146d25d0ab1920
Marx Richard__Hazard.3,5__5bf57209743ead871c4b009196d1bf12
Marx Richard__Right Here Waiting,f__fcb09587318656138eb3cfee6c5f8860
Marx Richard__Right Here Waiting for You,1__171b9cfd9a46975f33d0b4d5594efa73
Marx Richard__Hazard.2,e__ec78757f97d937c3f869c318642d3012
Marx Richard__Hazard.1,1__1a69562b222b991096f87cc720bc204c
Marx Richard__Right Here Waiting.3,5__5dd72d7382870e20063ae2e9605ac701
Marx Richard__Too Late to Say Goodbye,9__9c5c310a9d5fec66168e90ecc39a6e38
Marx Richard__Right Here Waiting.2,9__953c4d00478695e8ce69f9371130b893
Marx Richard__Now and Forever.1,8__8b33e084b21c34b55634ff5ac7b403b5
Marx Richard__Hazard,d__d2aea83f06b765513619642d69887554
Marx Richard__Now and Forever,5__5374634cce67789a2f50f524057a2462
Freddie Jackson__Me & Mrs. Jones,7__72276fe0356ca991b3566f265e090496
Blind Melon__No Rain,7__705ef9450080f69895d5a3e20d589ced
Blind Melon__No Rain.1,d__ddd35d27f816cda23693bcd718035724
Ohio Players__Love Rollercoaster,b__b4974a2d5c13fe4d6330447dbceb9555
elgar__Pomp and Circumstances March No.1,5__5702a0c7952f537c43967e4bc61a15ea
Vanilla Ice__Ice Ice Baby,f__fcb2bb3eaa584b25c8addbc76153da87
